지점명,주소,브랜드,주소1,주소2,주소3
울산 일산 DT,울산광역시 동구 방어진순환도로 634,맥도날드,울산광역시,동구,방어진순환도로 634
이천 DT,경기도 이천시 경충대로 2578,맥도날드,경기도,이천시,경충대로 2578
용인동백DT,경기도 용인시 기흥구 어정로 108-1,맥도날드,경기도,용인시,기흥구 어정로 108-1
구월 아시아드 DT점,인천광역시 남동구 남동대로 724,맥도날드,인천광역시,남동구,남동대로 724
구미인동DT,경상북도 구미시 인동북길 155,맥도날드,경상북도,구미시,인동북길 155
수원정자DT,경기도 수원시 장안구 수성로 267,맥도날드,경기도,수원시,장안구 수성로 267
대전부사DT,대전광역시 중구 충무로 139,맥도날드,대전광역시,중구,충무로 139
광명소하DT점,경기도 광명시 오리로 512,맥도날드,경기도,광명시,오리로 512
서울번동DT점,서울특별시 강북구 월계로 191,맥도날드,서울특별시,강북구,월계로 191
화성봉담DT,경기도 화성시 효행로 269,맥도날드,경기도,화성시,효행로 269
해운대DT,부산광역시 해운대구 해운대로570번길 51,맥도날드,부산광역시,해운대구,해운대로570번길 51
부산덕천 DT,부산광역시 북구 금곡대로 107,맥도날드,부산광역시,북구,금곡대로 107
부산사직DT점,부산광역시 동래구 아시아드대로 110,맥도날드,부산광역시,동래구,아시아드대로 110
제주월드컵스타디움DT,제주특별자치도 서귀포시 일주서로 7,맥도날드,제주특별자치도,서귀포시,일주서로 7
용인시청DT,경기도 용인시 처인구 중부대로 1166(삼가동),맥도날드,경기도,용인시,처인구 중부대로 1166(삼가동)
천안고속버스터미널,충청남도 천안시 동남구 만남로 43 1층,맥도날드,충청남도,천안시,동남구 만남로 43 1층
부산동명대DT점,부산광역시 남구 신선로 424,맥도날드,부산광역시,남구,신선로 424
제주공항DT점,제주특별자치도 제주시 도령로 159,맥도날드,제주특별자치도,제주시,도령로 159
서울시흥DT,서울특별시 금천구 시흥대로 184,맥도날드,서울특별시,금천구,시흥대로 184
용인 신갈 DT점,경기도 용인시 기흥구 중부대로 266,맥도날드,경기도,용인시,기흥구 중부대로 266
안국역점,서울특별시 종로구 율곡로 45,맥도날드,서울특별시,종로구,율곡로 45
양산덕계DT점,경상남도 양산시 웅상대로 910,맥도날드,경상남도,양산시,웅상대로 910
하남시청DT점,경기도 하남시 대청로 25,맥도날드,경기도,하남시,대청로 25
과학기술대점,서울특별시 노원구 공릉로 231,맥도날드,서울특별시,노원구,공릉로 231
송파잠실DT,서울특별시 송파구 도곡로 434,맥도날드,서울특별시,송파구,도곡로 434
충남당진DT,충청남도 당진시 서문1길 62-18,맥도날드,충청남도,당진시,서문1길 62-18
방학역DT점,서울특별시 도봉구 도봉로 735,맥도날드,서울특별시,도봉구,도봉로 735
부산영도DT,부산광역시 영도구 태종로 150,맥도날드,부산광역시,영도구,태종로 150
상일동점,서울특별시 강동구 상일로6길 39,맥도날드,서울특별시,강동구,상일로6길 39
양주휴게소DT,경기도 양주시 장흥면 서울외곽순환고속도로 58 양주간이휴게시설내 양주휴게소DT점,맥도날드,경기도,양주시,장흥면 서울외곽순환고속도로 58 양주간이휴게시설내 양주휴게소DT점
김포감정DT점,경기도 김포시 중봉로25번길 21,맥도날드,경기도,김포시,중봉로25번길 21
양산북정 DT점,경상남도 양산시 양산대로 925,맥도날드,경상남도,양산시,양산대로 925
울산 삼산로 DT,울산광역시 남구 삼산로 230,맥도날드,울산광역시,남구,삼산로 230
경주보문DT,경상북도 경주시 보문로 441,맥도날드,경상북도,경주시,보문로 441
상계DT,서울특별시 노원구 동일로 1612,맥도날드,서울특별시,노원구,동일로 1612
울산 굴화DT점,울산광역시 울주군 범서읍 울밀로 2877,맥도날드,울산광역시,울주군,범서읍 울밀로 2877
숭실대,서울특별시 동작구 사당로 22 창주빌딩 1층,맥도날드,서울특별시,동작구,사당로 22 창주빌딩 1층
여수 학동 DT점,전라남도 여수시 망마로 9 (학동),맥도날드,전라남도,여수시,망마로 9 (학동)
부천북부역,경기도 부천시 부천로 11,맥도날드,경기도,부천시,부천로 11
동두천지행DT,경기도 동두천시 평화로 2290,맥도날드,경기도,동두천시,평화로 2290
인천옥련 DT점,인천광역시 연수구 비류대로 176 (옥련동),맥도날드,인천광역시,연수구,비류대로 176 (옥련동)
순천조례DT,전라남도 순천시 순광로 75,맥도날드,전라남도,순천시,순광로 75
전주평화 DT,전라북도 전주시 완산구 모악로 4758,맥도날드,전라북도,전주시,완산구 모악로 4758
대구두류DT점,대구광역시 달서구 달구벌대로 1684 (두류동),맥도날드,대구광역시,달서구,달구벌대로 1684 (두류동)
청주금천 DT,충청북도 청주시 상당구 중고개로 281,맥도날드,충청북도,청주시,상당구 중고개로 281
수원세류DT,경기도 수원시 권선구 경수대로 195,맥도날드,경기도,수원시,권선구 경수대로 195
명지대점,서울특별시 서대문구 거북골로 25 (남가좌동),맥도날드,서울특별시,서대문구,거북골로 25 (남가좌동)
김포장기 DT,경기도 김포시 김포한강1로 77-40,맥도날드,경기도,김포시,김포한강1로 77-40
염창 DT점,서울특별시 강서구 공항대로71길 3  (염창동),맥도날드,서울특별시,강서구,공항대로71길 3  (염창동)
수원 망포DT,경기도 수원시 영통구 덕영대로 1499 (망포동),맥도날드,경기도,수원시,영통구 덕영대로 1499 (망포동)
강남대,경기도 용인시 기흥구 강남로 13 칼리지포인트,맥도날드,경기도,용인시,기흥구 강남로 13 칼리지포인트
부산구서DT,부산광역시 금정구 중앙대로 1957,맥도날드,부산광역시,금정구,중앙대로 1957
창원내서DT,경상남도 창원시 마산회원구 내서읍 광려천서로 77 맥도날드 창원내서DT점,맥도날드,경상남도,창원시,마산회원구 내서읍 광려천서로 77 맥도날드 창원내서DT점
학동역,서울특별시 강남구 논현로 667,맥도날드,서울특별시,강남구,논현로 667
목포하당DT점,전라남도 목포시 통일대로 88 (상동),맥도날드,전라남도,목포시,통일대로 88 (상동)
제주일도 DT,제주특별자치도 제주시 동광로 134,맥도날드,제주특별자치도,제주시,동광로 134
김해외동DT점,경상남도 김해시 분성로 144 (외동),맥도날드,경상남도,김해시,분성로 144 (외동)
인천삼산DT점,인천광역시 부평구 장제로 380 (삼산동),맥도날드,인천광역시,부평구,장제로 380 (삼산동)
군포산본DT점,경기도 군포시 고산로 715 (산본동),맥도날드,경기도,군포시,고산로 715 (산본동)
구리 수택,경기도 구리시 검배로 7 (수택동),맥도날드,경기도,구리시,검배로 7 (수택동)
광주월산DT,광주광역시 남구 대남대로 393,맥도날드,광주광역시,남구,대남대로 393
수원인계DT,경기도 수원시 팔달구 권광로 261,맥도날드,경기도,수원시,팔달구 권광로 261
송도GS DT점,인천광역시 연수구 하모니로 128 (송도동),맥도날드,인천광역시,연수구,하모니로 128 (송도동)
대구상인DT,대구광역시 달서구 월곡로 338,맥도날드,대구광역시,달서구,월곡로 338
대구 이곡DT,대구광역시 달서구 이곡공원로 8,맥도날드,대구광역시,달서구,이곡공원로 8
춘천퇴계DT,강원도 춘천시 영서로 2173,맥도날드,강원도,춘천시,영서로 2173
대전 유성 DT점,대전광역시 유성구 계룡로87번길 3 (봉명동),맥도날드,대전광역시,유성구,계룡로87번길 3 (봉명동)
창원사파DT,경상남도 창원시 성산구 창이대로706번길 2,맥도날드,경상남도,창원시,성산구 창이대로706번길 2
전남대 DT,광주광역시 북구 우치로 134,맥도날드,광주광역시,북구,우치로 134
대전가수원DT,대전광역시 서구 계백로 1124,맥도날드,대전광역시,서구,계백로 1124
부산 구남DT점,부산광역시 북구 백양대로 1045 (구포동),맥도날드,부산광역시,북구,백양대로 1045 (구포동)
익산영등DT점,전라북도 익산시 무왕로 1046,맥도날드,전라북도,익산시,무왕로 1046
대전 유천 DT점,대전광역시 중구 계백로 1549 (유천동),맥도날드,대전광역시,중구,계백로 1549 (유천동)
수내역,경기도 성남시 분당구 백현로101번길 29 C&C 빌딩 1층,맥도날드,경기도,성남시,분당구 백현로101번길 29 C&C 빌딩 1층
마석DT,경기도 남양주시 화도읍 비룡로 89,맥도날드,경기도,남양주시,화도읍 비룡로 89
청주율량GS DT점,충청북도 청주시 청원구 공항로 156,맥도날드,충청북도,청주시,청원구 공항로 156
대구 본리DT점,대구광역시 달서구 와룡로 134 (감삼동),맥도날드,대구광역시,달서구,와룡로 134 (감삼동)
수원 아주대점,경기도 수원시 영통구 아주로 46 (원천동),맥도날드,경기도,수원시,영통구 아주로 46 (원천동)
성남신흥DT점,경기도 성남시 수정구 수정로 306 (신흥동),맥도날드,경기도,성남시,수정구 수정로 306 (신흥동)
경희대국제캠퍼스,경기도 수원시 영통구 덕영대로 1703 아이시티,맥도날드,경기도,수원시,영통구 덕영대로 1703 아이시티
군산나운DT,전라북도 군산시 나운로 132,맥도날드,전라북도,군산시,나운로 132
전주효자 DT,전라북도 전주시 완산구 용머리로 13,맥도날드,전라북도,전주시,완산구 용머리로 13
대전신탄진DT점,대전광역시 대덕구 신탄진로 605 (상서동),맥도날드,대전광역시,대덕구,신탄진로 605 (상서동)
수원 성균관대,경기도 수원시 장안구 서부로 2127,맥도날드,경기도,수원시,장안구 서부로 2127
의왕오전DT,경기도 의왕시 경수대로 351,맥도날드,경기도,의왕시,경수대로 351
신사역,서울특별시 강남구 도산대로 123 2층,맥도날드,서울특별시,강남구,도산대로 123 2층
광주산정DT점,광주광역시 광산구 용아로 251 (산정동),맥도날드,광주광역시,광산구,용아로 251 (산정동)
진해자은 DT,경상남도 창원시 진해구 진해대로 950,맥도날드,경상남도,창원시,진해구 진해대로 950
부산수영SK DT점,부산광역시 수영구 연수로 411 (수영동),맥도날드,부산광역시,수영구,연수로 411 (수영동)
만수DT점,인천광역시 남동구 백범로 229 (만수동),맥도날드,인천광역시,남동구,백범로 229 (만수동)
외대,서울특별시 동대문구 휘경로 13,맥도날드,서울특별시,동대문구,휘경로 13
전주덕진 DT,전라북도 전주시 덕진구 기린대로 503,맥도날드,전라북도,전주시,덕진구 기린대로 503
장안사거리점,서울특별시 동대문구 답십리로 291-1 (장안동),맥도날드,서울특별시,동대문구,답십리로 291-1 (장안동)
신월DT,서울특별시 양천구 남부순환로 404,맥도날드,서울특별시,양천구,남부순환로 404
이태원,서울특별시 용산구 이태원로 142-1,맥도날드,서울특별시,용산구,이태원로 142-1
노량진,서울특별시 동작구 노량진로 158,맥도날드,서울특별시,동작구,노량진로 158
동인천점,인천광역시 중구 우현로 85-1 (인현동),맥도날드,인천광역시,중구,우현로 85-1 (인현동)
방배,서울특별시 서초구 방배로 81 유경빌딩 1층,맥도날드,서울특별시,서초구,방배로 81 유경빌딩 1층
수유,서울특별시 강북구 도봉로 342,맥도날드,서울특별시,강북구,도봉로 342
강선,"경기도 고양시 일산서구 대산로 113 1층 맥도날드(주엽동, 백마프라자)",맥도날드,경기도,고양시,"일산서구 대산로 113 1층 맥도날드(주엽동, 백마프라자)"
사직점,부산광역시 동래구 사직북로 1 (사직동),맥도날드,부산광역시,동래구,사직북로 1 (사직동)
안암,서울특별시 성북구 고려대로24길 42 방주빌딩,맥도날드,서울특별시,성북구,고려대로24길 42 방주빌딩
합성,경상남도 창원시 마산회원구 3.15대로 742-1,맥도날드,경상남도,창원시,마산회원구 3.15대로 742-1
신림,서울특별시 관악구 신림로 310,맥도날드,서울특별시,관악구,신림로 310
경주,경상북도 경주시 중앙로 35,맥도날드,경상북도,경주시,중앙로 35
영등포,서울특별시 영등포구 경인로 855,맥도날드,서울특별시,영등포구,경인로 855
주례,부산광역시 사상구 가야대로 368,맥도날드,부산광역시,사상구,가야대로 368
당감 DT,부산광역시 부산진구 동평로 91,맥도날드,부산광역시,부산진구,동평로 91
삼선,서울특별시 성북구 동소문로 13 일화빌딩 1층,맥도날드,서울특별시,성북구,동소문로 13 일화빌딩 1층
중계,서울특별시 노원구 중계로 218,맥도날드,서울특별시,노원구,중계로 218
세이브존 광명,경기도 광명시 철망산로 87,맥도날드,경기도,광명시,철망산로 87
세이브존 대전점,대전광역시 서구 둔산로 201 (하계동),맥도날드,대전광역시,서구,둔산로 201 (하계동)
부산대 2,부산광역시 금정구 금정로60번길 24 해자빌딩 1층 맥도날드 부산대2호점,맥도날드,부산광역시,금정구,금정로60번길 24 해자빌딩 1층 맥도날드 부산대2호점
