지점명,주소,주소1,주소2,주소3
진주산업대,경상남도 진주시 동진로 23,경상남도,진주시,동진로 23
천안아산역사,충청남도 아산시 배방읍 희망로 100,충청남도,아산시,배방읍 희망로 100
여수여서,전라남도 여수시 여서로 164-1,전라남도,여수시,여서로 164-1
홈플러스월곡,서울특별시 성북구 화랑로 76,서울특별시,성북구,화랑로 76
안성공도,경기도 안성시 공도읍 공도로 132,경기도,안성시,공도읍 공도로 132
창원상남,경상남도 창원시 성산구 단정로 7 밀레니엄타워,경상남도,창원시,성산구 단정로 7 밀레니엄타워
통영죽림,경상남도 통영시 광도면 죽림1로 17-51,경상남도,통영시,광도면 죽림1로 17-51
울산온양,울산광역시 울주군 온양읍 온양로 95,울산광역시,울주군,온양읍 온양로 95
익산모현,전라북도 익산시 고현로 90,전라북도,익산시,고현로 90
대전배재,대전광역시 서구 배재로 176,대전광역시,서구,배재로 176
의왕오전,경기도 의왕시 모락로 26,경기도,의왕시,모락로 26
의정부신곡,경기도 의정부시 동일로 460 장곡빌딩,경기도,의정부시,동일로 460 장곡빌딩
부천오정,경기도 부천시 오정로 249 오정프라자,경기도,부천시,오정로 249 오정프라자
화성센트럴파크,경기도 화성시 동탄지성로 116,경기도,화성시,동탄지성로 116
안산한양대,경기도 안산시 상록구 광덕1로 379,경기도,안산시,상록구 광덕1로 379
부산반송,부산광역시 해운대구 아랫반송로 28-1,부산광역시,해운대구,아랫반송로 28-1
부산대,부산광역시 금정구 부산대학로 47,부산광역시,금정구,부산대학로 47
부산동래역,부산광역시 동래구 중앙대로 1319,부산광역시,동래구,중앙대로 1319
부산정관,부산광역시 기장군 정관읍 정관로 560,부산광역시,기장군,정관읍 정관로 560
남악,전라남도 무안군 삼향읍 대죽동로 40 에드가9차 오피스텔,전라남도,무안군,삼향읍 대죽동로 40 에드가9차 오피스텔
광주풍암,광주광역시 서구 풍암1로21번길 9-6 선훈빌딩,광주광역시,서구,풍암1로21번길 9-6 선훈빌딩
제주시청,제주특별자치도 제주시 중앙로 246,제주특별자치도,제주시,중앙로 246
신제주,제주특별자치도 제주시 연북로 22,제주특별자치도,제주시,연북로 22
